0.045257295,0.000193,-8.3E-05,0.00016,0.00038,0.00016,0.0001
0.06721103,0.000193,-8.3E-05,0.00016,-2E-05,-0.00024,0.0001
0.073088027,0.000193,0.000127,0.00016,0.00018,-0.00024,0.0001
0.060459058,0.000193,0.000127,0.00036,-2E-05,-4E-05,0.0003
0.031949684,0.000193,-8.3E-05,0.00036,-0.00022,-0.00024,0.0003
-0.005375288,-1.7E-05,-0.000283,-4E-05,-0.00022,-0.00044,-0.0001
-0.041949824,-1.7E-05,0.000127,0.00036,-2E-05,-4E-05,0.0003
-0.068391471,-1.7E-05,0.000127,0.00016,-2E-05,-0.00024,0.0001
-0.078118929,0.000403,-8.3E-05,0.00016,-2E-05,0.00016,0.0001
-0.069111894,-1.7E-05,-0.000283,0.00016,0.00018,-0.00024,0.0001
-0.044302212,0.000403,0.000127,0.00036,0.00038,0.00036,0.0003
-0.010527135,0.000193,-8.3E-05,0.00036,0.00038,-4E-05,0.0001
0.023570205,-1.7E-05,-8.3E-05,0.00016,0.00018,-4E-05,0.0001
0.049995055,0.000403,-8.3E-05,0.00036,0.00018,-4E-05,0.0001
0.063443066,0.000403,0.000127,0.00036,0.00018,-4E-05,0.0003
0.062353351,-1.7E-05,0.000127,0.00016,-0.00042,-0.00024,0.0001
0.048767558,-0.000447,-8.3E-05,-4E-05,-0.00022,-0.00044,-0.0001
0.027202235,-1.7E-05,-8.3E-05,0.00016,0.00018,-4E-05,0.0001
0.003044294,-1.7E-05,-8.3E-05,0.00016,-2E-05,-0.00024,-0.0001
-0.018931224,-1.7E-05,-8.3E-05,0.00016,0.00018,-0.00024,-0.0003
-0.035463084,-0.000237,-8.3E-05,0.00016,-2E-05,-4E-05,-0.0001
-0.044966551,0.000403,0.000527,0.00056,0.00038,0.00016,0.0001
-0.047122736,0.000193,0.000327,0.00036,0.00038,-0.00024,0.0001
-0.042274572,-1.7E-05,0.000127,0.00016,0.00038,-0.00024,-0.0001
-0.031027943,-1.7E-05,0.000127,0.00036,-2E-05,-4E-05,-0.0001
-0.014281341,-1.7E-05,0.000127,0.00056,0.00018,0.00036,0.0001
0.006374219,-0.000237,-8.3E-05,0.00016,-2E-05,-0.00024,0.0001
0.028196585,-0.000237,-8.3E-05,0.00016,-2E-05,-0.00044,-0.0001
0.047187016,-0.000237,0.000127,0.00016,0.00018,-0.00024,0.0001
0.058638478,-0.000237,-0.000283,-4E-05,-0.00022,-0.00044,-0.0003
0.058350906,-1.7E-05,-0.000283,0.00036,-2E-05,-0.00024,-0.0001
0.044181646,0.000193,-8.3E-05,0.00036,-2E-05,-0.00024,0.0001
0.017350576,0.000403,0.000127,0.00056,0.00038,-4E-05,0.0003
-0.017108556,0.000623,-8.3E-05,0.00036,0.00018,-4E-05,0.0001
-0.051127015,0.000833,0.000127,0.00016,-2E-05,-0.00024,-0.0001
-0.075562717,0.001473,-8.3E-05,0.00016,0.00018,-4E-05,-0.0001
-0.082835525,0.001903,-8.3E-05,0.00036,0.00018,-4E-05,0.0003
-0.069409514,0.001903,-8.3E-05,0.00016,-2E-05,-0.00024,-0.0001
-0.037259025,0.001693,-8.3E-05,0.00016,0.00018,-0.00024,-0.0001
0.006265077,0.001693,0.000127,0.00036,-2E-05,-0.00024,0.0001
0.050242345,0.001053,0.000327,0.00036,-2E-05,-0.00044,-0.0001
0.083172565,0.000403,0.000127,0.00016,-0.00022,-0.00044,0.0001
0.096244032,-0.000237,0.000127,0.00036,-2E-05,-0.00024,0.0001
0.08586331,-0.000877,0.000527,0.00056,0.00038,-4E-05,0.0001
0.054661508,-0.002377,0.000527,0.00036,0.00038,0.00016,0.0001
0.010686334,-0.003657,0.000327,0.00016,0.00018,-0.00024,-0.0001
-0.034929914,-0.004307,0.000527,0.00016,0.00038,-4E-05,0.0001
-0.071071017,-0.004087,0.000737,0.00016,0.00018,-4E-05,0.0001
-0.089554627,-0.003877,0.000527,-4E-05,-2E-05,0.00016,-0.0001
-0.087039182,-0.002377,0.000527,-4E-05,-0.00022,-0.00024,-0.0001
-0.06546998,-0.000237,0.000527,0.00036,0.00038,-4E-05,0.0001
-0.031097109,0.001263,0.000527,-4E-05,-0.00022,-0.00024,0.0001
0.007487086,0.003623,0.000527,0.00016,-2E-05,-0.00044,-0.0001
0.041626015,0.005763,0.000127,-4E-05,-2E-05,-4E-05,-0.0001
0.064551116,0.007263,-0.000483,0.00016,0.00018,-4E-05,0.0001
0.072583185,0.007683,-0.001503,-4E-05,-2E-05,-4E-05,-0.0001
0.065455429,0.006403,-0.001903,-0.00024,-2E-05,-0.00024,-0.0001
0.045890566,0.004263,-0.002113,-4E-05,0.00018,-4E-05,-0.0001
0.018705387,0.000403,-0.002513,0.00016,-2E-05,-4E-05,0.0001
-0.010275926,-0.003877,-0.002723,-4E-05,-2E-05,-4E-05,0.0001
-0.035298222,-0.007517,-0.002513,-4E-05,-2E-05,-0.00024,0.0001
-0.051634556,-0.009867,-0.001503,0.00016,-2E-05,-0.00024,0.0001
-0.056370501,-0.010937,-0.000483,-0.00024,-0.00022,-0.00044,0.0003
-0.048944115,-0.009437,0.000127,-4E-05,-0.00042,-0.00044,-0.0003
-0.031330615,-0.005587,0.000937,-4E-05,-0.00022,-0.00044,-0.0003
-0.007747839,0.000623,0.002157,0.00016,-2E-05,-4E-05,-0.0001
0.016177447,0.007683,0.002967,0.00016,0.00018,-0.00024,-0.0001
0.034695402,0.012393,0.003167,0.00056,-2E-05,-4E-05,-0.0001
0.043400514,0.016463,0.003377,0.00097,0.00038,-4E-05,0.0003
0.040472443,0.017963,0.003167,0.00117,0.00018,0.00016,0.0001
0.027270904,0.016463,0.001747,0.00077,-0.00022,-0.00024,-0.0001
0.008017064,0.008753,-8.3E-05,0.00117,-2E-05,-0.00044,-0.0001
-0.011423355,-0.001517,-0.001903,0.00077,-0.00022,-4E-05,0.0001
-0.025321958,-0.013077,-0.003943,0.00117,-2E-05,-0.00024,-0.0001
