Time,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,surge,heave,pitch
4.62407,0.087855,0.035837,0.018001,0.005692,0.003718,0.059548,0.093311,0.051262,0.072044,0.0029,0.01764,0.012813,0.07721,0.098751,0.003811,-0.004589208,0.0050113,3.9070456
4.63206,0.087369,0.038061,0.016667,0.006216,0.003608,0.057124,0.094632,0.049023,0.0741,0.002534,0.016452,0.01401,0.075616,0.097227,0.004078,-0.002866298,0.005530419,4.2172803
4.64004,0.086755,0.040286,0.015361,0.006726,0.003482,0.054649,0.095726,0.046777,0.076042,0.002174,0.015257,0.015211,0.07391,0.095443,0.00432,-0.001113053,0.006120733,4.5256079
4.64803,0.085983,0.042484,0.014063,0.007202,0.003334,0.052137,0.096606,0.044499,0.077828,0.001813,0.014058,0.016395,0.072065,0.093427,0.004522,0.000609,0.006777205,4.831221
4.65602,0.085063,0.044669,0.012767,0.007677,0.003209,0.049646,0.097305,0.042195,0.079456,0.001452,0.012903,0.017588,0.070092,0.091244,0.004721,0.00230673,0.007500657,5.1340909
4.66401,0.084033,0.046882,0.011489,0.00819,0.003125,0.04719,0.09783,0.039895,0.08096,0.001096,0.011802,0.018837,0.06803,0.088925,0.004948,0.00403839,0.008299278,5.4332304
4.67207,0.082895,0.049135,0.010229,0.008719,0.003041,0.044707,0.098133,0.037598,0.082347,0.000743,0.010705,0.020138,0.065878,0.086428,0.005172,0.005857347,0.009188065,5.7314972
4.68,0.081637,0.05131,0.008996,0.009204,0.002917,0.042211,0.098152,0.035327,0.083535,0.000393,0.009592,0.021401,0.063659,0.083779,0.005347,0.007678851,0.010143289,6.0219993
4.68804,0.080199,0.053444,0.007741,0.009663,0.00276,0.03965,0.097896,0.033,0.084534,0.000025,0.008448,0.022657,0.061292,0.08093,0.005486,0.009482105,0.011184093,6.3114827
4.69606,0.078637,0.055558,0.006495,0.010144,0.002625,0.037137,0.097432,0.030675,0.085373,-0.000348,0.007349,0.023944,0.058848,0.078006,0.005639,0.011219967,0.012278419,6.5911467
4.70404,0.076996,0.057664,0.005277,0.010655,0.002516,0.034694,0.096774,0.028388,0.086081,-0.000722,0.006312,0.025278,0.056372,0.075039,0.005813,0.012973121,0.013440772,6.8635261
4.71205,0.075242,0.059738,0.004084,0.011161,0.002386,0.032242,0.095856,0.026115,0.086626,-0.001096,0.005275,0.02663,0.053836,0.071958,0.005969,0.014778134,0.014672248,7.127854
4.72002,0.073358,0.061722,0.002912,0.011636,0.002209,0.029757,0.094646,0.023851,0.086967,-0.001474,0.00421,0.027959,0.051237,0.068753,0.006082,0.016599681,0.015980681,7.3866307
4.728,0.071344,0.063632,0.001743,0.0121,0.002013,0.027261,0.093173,0.021574,0.087114,-0.001869,0.003144,0.029286,0.048566,0.065454,0.006176,0.018373165,0.017361725,7.6406056
4.73607,0.069207,0.06551,0.000573,0.012588,0.001826,0.024796,0.091485,0.01928,0.08709,-0.002278,0.00211,0.030655,0.045823,0.062103,0.00628,0.020083642,0.018801002,7.8863908
4.74405,0.067001,0.067301,-0.000559,0.013088,0.001644,0.022407,0.08962,0.017038,0.086893,-0.002682,0.001119,0.032037,0.043086,0.058781,0.006385,0.021772707,0.020289657,8.121374
4.75207,0.064686,0.069005,-0.001674,0.01359,0.001446,0.020012,0.0875,0.014806,0.086508,-0.003087,0.000125,0.033436,0.040309,0.055384,0.006476,0.023507092,0.021854198,8.348199
4.76002,0.062291,0.070575,-0.002781,0.014074,0.00122,0.017613,0.085134,0.012599,0.085939,-0.003501,-0.000883,0.034818,0.037523,0.05194,0.006537,0.025229229,0.023472526,8.563301
4.76802,0.05978,0.072026,-0.003906,0.01456,0.000974,0.015195,0.082535,0.01038,0.085185,-0.003931,-0.00191,0.036213,0.034686,0.048429,0.006582,0.026899581,0.025164563,8.769915
4.77601,0.057175,0.073313,-0.005043,0.015046,0.000725,0.012817,0.079774,0.00817,0.084246,-0.004369,-0.002918,0.037603,0.031827,0.044935,0.006618,0.028469744,0.026892789,8.96444
4.78405,0.054463,0.07443,-0.0062,0.015532,0.000466,0.010465,0.076839,0.00596,0.083121,-0.004814,-0.003914,0.038998,0.028934,0.041437,0.006639,0.030014803,0.028676596,9.148721
4.79207,0.051696,0.07537,-0.007358,0.016028,0.000196,0.008129,0.073742,0.003785,0.081844,-0.005263,-0.004903,0.040404,0.026056,0.037938,0.00665,0.031565976,0.030497716,9.320736
4.80006,0.048873,0.076125,-0.008522,0.016539,-0.000085,0.005777,0.07047,0.001636,0.080419,-0.005721,-0.005904,0.04182,0.023189,0.034409,0.006655,0.033118435,0.032380228,9.48297
4.80807,0.045952,0.076664,-0.009715,0.017033,-0.000399,0.003394,0.067026,-0.000522,0.078809,-0.006196,-0.006931,0.043215,0.020288,0.030837,0.006627,0.034598516,0.034315988,9.635553
4.81601,0.042964,0.076968,-0.010917,0.017497,-0.000739,0.001047,0.06351,-0.002661,0.077026,-0.006682,-0.007953,0.044557,0.017388,0.027317,0.006565,0.03596113,0.036272082,9.775034
4.82401,0.039901,0.077076,-0.012128,0.017972,-0.001085,-0.001276,0.059912,-0.004791,0.075081,-0.007183,-0.00896,0.0459,0.014477,0.023827,0.006498,0.037269212,0.038262192,9.901306
4.83201,0.03681,0.07702,-0.013332,0.018482,-0.00143,-0.00359,0.056228,-0.006888,0.073021,-0.0077,-0.009963,0.047263,0.01159,0.020351,0.006442,0.038586374,0.040300781,10.01449
4.84005,0.033644,0.076766,-0.014555,0.018991,-0.00181,-0.005951,0.052387,-0.008994,0.070804,-0.008245,-0.011004,0.048602,0.008681,0.016815,0.006363,0.039874789,0.042363167,10.113136
4.848,0.030425,0.076279,-0.015772,0.019448,-0.002243,-0.008317,0.048468,-0.011088,0.06843,-0.008802,-0.012078,0.04984,0.00577,0.013284,0.00623,0.041076929,0.044472162,10.200495
4.85602,0.027111,0.07556,-0.017001,0.019877,-0.002718,-0.010682,0.044481,-0.013193,0.065873,-0.009381,-0.013177,0.051004,0.002823,0.00976,0.006057,0.042143129,0.046581592,10.27352
4.86403,0.023789,0.074664,-0.018225,0.020329,-0.003186,-0.012976,0.040515,-0.015275,0.063219,-0.009973,-0.014248,0.052122,-0.000096,0.006325,0.005897,0.043145138,0.048722018,10.332626
4.87203,0.020457,0.073599,-0.01945,0.020817,-0.003652,-0.015241,0.03651,-0.017341,0.060484,-0.010586,-0.015315,0.053192,-0.002994,0.002922,0.005755,0.04414508,0.050907522,10.376713
4.88004,0.017069,0.072305,-0.020689,0.021287,-0.004166,-0.017547,0.032385,-0.019418,0.057607,-0.011218,-0.016433,0.054147,-0.005907,-0.000534,0.005583,0.045099212,0.053086697,10.404563
4.88807,0.013608,0.070746,-0.021947,0.021691,-0.004753,-0.019889,0.028166,-0.021515,0.054565,-0.011873,-0.017613,0.054929,-0.008854,-0.004024,0.005344,0.045951305,0.055307437,10.418377
4.89603,0.010145,0.068983,-0.023209,0.022059,-0.005375,-0.022177,0.024003,-0.023601,0.051435,-0.012541,-0.018797,0.055559,-0.011778,-0.007421,0.00507,0.046659238,0.057511334,10.418676
4.90401,0.006671,0.067044,-0.024478,0.022462,-0.00598,-0.024418,0.019877,-0.025687,0.048226,-0.013223,-0.019961,0.056093,-0.014696,-0.010742,0.004826,0.04729998,0.059755463,10.40352
4.91206,0.003173,0.064922,-0.025758,0.022901,-0.006577,-0.026657,0.015697,-0.027774,0.044927,-0.01392,-0.021119,0.056531,-0.017615,-0.014059,0.004611,0.047906343,0.061976026,10.371407
4.92001,-0.000291,0.062634,-0.027029,0.023304,-0.007217,-0.028899,0.011501,-0.029828,0.041582,-0.014621,-0.022307,0.056808,-0.020488,-0.017355,0.004363,0.048473345,0.064225804,10.323155
4.92805,-0.003841,0.060091,-0.028339,0.023637,-0.007943,-0.031218,0.0072,-0.031926,0.038071,-0.015349,-0.023578,0.05689,-0.023417,-0.020716,0.004041,0.04891615,0.066460026,10.261553
4.93601,-0.007387,0.057384,-0.029651,0.023932,-0.008695,-0.033498,0.002972,-0.034016,0.034496,-0.016083,-0.024853,0.056797,-0.026328,-0.023992,0.003695,0.049223949,0.068689185,10.185876
4.94402,-0.010945,0.05453,-0.03097,0.024253,-0.009428,-0.035731,-0.001212,-0.036103,0.030852,-0.016828,-0.026109,0.056559,-0.029237,-0.027194,0.003381,0.049446499,0.070941245,10.092977
4.95205,-0.014475,0.051555,-0.032292,0.024592,-0.010156,-0.037943,-0.005396,-0.038167,0.027178,-0.017577,-0.027361,0.056153,-0.032108,-0.030361,0.003089,0.049635686,0.073171758,9.983405
4.96003,-0.017989,0.04845,-0.033615,0.024893,-0.010931,-0.040182,-0.009618,-0.040216,0.023462,-0.018327,-0.028664,0.055519,-0.034949,-0.033535,0.002765,0.049767561,0.075379075,9.859536
4.968,-0.021536,0.045167,-0.034957,0.025121,-0.011776,-0.042465,-0.013876,-0.042279,0.019647,-0.019082,-0.030033,0.054604,-0.037796,-0.036725,0.00238,0.049781719,0.077584429,9.720105
4.97601,-0.025115,0.041717,-0.036319,0.025303,-0.012648,-0.044726,-0.018102,-0.044357,0.015739,-0.019844,-0.031416,0.053405,-0.040654,-0.039861,0.001969,0.04965514,0.079776716,9.565612
4.98404,-0.028677,0.038169,-0.037688,0.025491,-0.013505,-0.046921,-0.022246,-0.046421,0.011804,-0.020607,-0.03277,0.051964,-0.043481,-0.042897,0.001582,0.049440606,0.081950964,9.394628
4.99203,-0.032181,0.034569,-0.039042,0.02569,-0.014348,-0.049092,-0.026358,-0.048449,0.00789,-0.021356,-0.034115,0.050295,-0.046244,-0.04588,0.001229,0.049180797,0.084123427,9.204184
5.00001,-0.035668,0.03087,-0.040396,0.025845,-0.015221,-0.051298,-0.030513,-0.050461,0.003946,-0.022094,-0.035498,0.048356,-0.048975,-0.048882,0.00086,0.048862411,0.086255177,8.998256
5.00804,-0.0392,0.027009,-0.041774,0.025903,-0.016161,-0.053535,-0.034703,-0.052497,-0.000098,-0.022835,-0.036932,0.046105,-0.051729,-0.051897,0.000428,0.048421876,0.088367296,8.776145
5.01605,-0.042733,0.02304,-0.043154,0.025878,-0.01712,-0.055726,-0.038812,-0.054526,-0.004191,-0.023561,-0.038363,0.043589,-0.054475,-0.054835,-0.000026,0.047843811,0.090457703,8.540532
5.02406,-0.046223,0.019033,-0.044516,0.025816,-0.018052,-0.057851,-0.042823,-0.05652,-0.008273,-0.024268,-0.039759,0.040879,-0.057176,-0.057688,-0.000447,0.047186229,0.092509997,8.290926
5.03206,-0.049648,0.01502,-0.04585,0.025716,-0.018954,-0.059935,-0.046804,-0.058468,-0.012312,-0.024947,-0.04113,0.038015,-0.059814,-0.060504,-0.000825,0.046489137,0.094516475,8.026836
5.04002,-0.053024,0.010976,-0.047163,0.025512,-0.019863,-0.062008,-0.050788,-0.06038,-0.016334,-0.025603,-0.042508,0.034981,-0.062406,-0.06332,-0.001207,0.045716456,0.096513015,7.7445518
5.04803,-0.056438,0.006802,-0.048482,0.025137,-0.020829,-0.06409,-0.054788,-0.062302,-0.020442,-0.026245,-0.043929,0.031712,-0.065023,-0.066157,-0.001647,0.044834019,0.098454663,7.452124
5.05601,-0.059847,0.002558,-0.049786,0.024599,-0.021819,-0.066114,-0.058699,-0.064208,-0.024582,-0.026862,-0.04535,0.028266,-0.067627,-0.068929,-0.002122,0.04384563,0.10034431,7.15143
5.06401,-0.063184,-0.001679,-0.051048,0.023951,-0.022767,-0.068046,-0.062509,-0.066057,-0.028677,-0.027443,-0.04672,0.024717,-0.070163,-0.071616,-0.002559,0.042772871,0.10221727,6.8358001
5.07203,-0.066446,-0.005887,-0.052266,0.023204,-0.023658,-0.069914,-0.066289,-0.067846,-0.032713,-0.027985,-0.048044,0.021091,-0.072627,-0.074263,-0.002934,0.04166752,0.10402445,6.5095313
5.08002,-0.069652,-0.010088,-0.053446,0.022299,-0.024533,-0.071741,-0.070047,-0.06959,-0.036716,-0.028483,-0.049353,0.01737,-0.075043,-0.076889,-0.003302,0.040495072,0.10579057,6.1696872
5.08801,-0.07284,-0.014349,-0.05459,0.021174,-0.02544,-0.073529,-0.073756,-0.071301,-0.040745,-0.028934,-0.050674,0.013495,-0.077433,-0.079481,-0.003719,0.039221095,0.10751296,5.8180266
5.09605,-0.07599,-0.018657,-0.055686,0.019843,-0.026349,-0.075241,-0.077369,-0.072962,-0.044785,-0.029328,-0.051976,0.009483,-0.079776,-0.081991,-0.004159,0.037857601,0.10917393,5.4578204
5.10405,-0.078995,-0.02286,-0.056685,0.018401,-0.027162,-0.076815,-0.08082,-0.074507,-0.0487,-0.029637,-0.053175,0.005486,-0.081987,-0.084362,-0.004525,0.036437502,0.11077241,5.0881583
5.11203,-0.08183,-0.026915,-0.057577,0.016879,-0.027842,-0.078253,-0.084139,-0.075923,-0.052456,-0.029849,-0.054254,0.001553,-0.084053,-0.086613,-0.004782,0.03495361,0.11233018,4.7027003
5.12001,-0.084545,-0.030902,-0.058368,0.015218,-0.028439,-0.079585,-0.087354,-0.077231,-0.056125,-0.029953,-0.055248,-0.00238,-0.086007,-0.088772,-0.004991,0.033436023,0.11380345,4.3129548
5.12807,-0.08716,-0.034885,-0.059042,0.013367,-0.028996,-0.080811,-0.090438,-0.078423,-0.059758,-0.02993,-0.056178,-0.006376,-0.08785,-0.090824,-0.00521,0.031837871,0.1152304,3.9142153
5.136,-0.089575,-0.038718,-0.059562,0.011416,-0.029461,-0.081874,-0.093268,-0.079448,-0.063221,-0.029765,-0.056993,-0.01028,-0.089508,-0.092684,-0.005401,0.030182902,0.11659023,3.5135407
5.14403,-0.091794,-0.042401,-0.059914,0.009405,-0.029747,-0.082747,-0.095892,-0.080294,-0.066519,-0.029437,-0.057633,-0.01409,-0.090979,-0.094369,-0.005478,0.02847478,0.11789451,3.1061205
5.15207,-0.093753,-0.045845,-0.060066,0.0074,-0.029801,-0.083384,-0.098269,-0.080922,-0.069573,-0.028931,-0.058044,-0.017709,-0.092212,-0.095838,-0.005405,0.026744092,0.11912769,2.6958364
5.16007,-0.095483,-0.049093,-0.060029,0.005359,-0.029687,-0.083815,-0.10039,-0.081347,-0.072419,-0.028254,-0.058274,-0.021175,-0.093224,-0.097094,-0.005256,0.024974227,0.12029338,2.2805302
5.16808,-0.097033,-0.052224,-0.059799,0.003219,-0.029468,-0.084074,-0.102275,-0.081583,-0.075126,-0.027398,-0.058373,-0.02457,-0.094047,-0.098164,-0.0051,0.023149064,0.12139548,1.8610014
5.17605,-0.09836,-0.055177,-0.059369,0.001038,-0.029115,-0.084148,-0.103888,-0.081612,-0.077637,-0.026373,-0.058316,-0.027825,-0.094648,-0.099029,-0.004911,0.021294048,0.12241198,1.4422388
5.18408,-0.099424,-0.057889,-0.058716,-0.001112,-0.028531,-0.083968,-0.105195,-0.081399,-0.079897,-0.025166,-0.058022,-0.030876,-0.094988,-0.099642,-0.004602,0.019407298,0.12334942,1.025229
5.19201,-0.1002,-0.060283,-0.057841,-0.003153,-0.027702,-0.083505,-0.106157,-0.080943,-0.081846,-0.023795,-0.057462,-0.03363,-0.095054,-0.099961,-0.004166,0.017475616,0.12422631,0.6046819
5.2,-0.100741,-0.062467,-0.056731,-0.005163,-0.026666,-0.082791,-0.106811,-0.080246,-0.083575,-0.022233,-0.056672,-0.036204,-0.094868,-0.100028,-0.003659,0.015559841,0.12501642,0.1932375
5.20804,-0.101048,-0.064476,-0.055375,-0.007167,-0.025485,-0.081865,-0.10716,-0.079302,-0.085106,-0.020471,-0.055705,-0.03863,-0.094427,-0.099857,-0.003139,0.013619378,0.1257298,-0.2152963
5.216,-0.101084,-0.066229,-0.053776,-0.009083,-0.024146,-0.080706,-0.107159,-0.078101,-0.086369,-0.018521,-0.054542,-0.040827,-0.093711,-0.099422,-0.002593,0.011656046,0.12635478,-0.6196267
5.22407,-0.100798,-0.067678,-0.051877,-0.010845,-0.022524,-0.079215,-0.106759,-0.076584,-0.087314,-0.016335,-0.053063,-0.042742,-0.09266,-0.098643,-0.001924,0.009682094,0.12688362,-1.01235328
5.23201,-0.100197,-0.068768,-0.049737,-0.012358,-0.02064,-0.077412,-0.105966,-0.074793,-0.087914,-0.013991,-0.051286,-0.044296,-0.091302,-0.097536,-0.001139,0.007653865,0.12732899,-1.40052134
5.24004,-0.099317,-0.069606,-0.047325,-0.013734,-0.018537,-0.075324,-0.104814,-0.072723,-0.088249,-0.011454,-0.049244,-0.045613,-0.089652,-0.096121,-0.000302,0.005647265,0.12767547,-1.7767006
5.24802,-0.0982,-0.07025,-0.044708,-0.015027,-0.016346,-0.073062,-0.103375,-0.070436,-0.08837,-0.008803,-0.047062,-0.046757,-0.087768,-0.09449,0.000484,0.003651113,0.12793019,-2.14614121
5.25601,-0.096839,-0.070701,-0.041882,-0.016229,-0.014056,-0.070616,-0.101663,-0.067923,-0.088275,-0.006071,-0.044729,-0.047729,-0.085643,-0.092634,0.001227,0.001670978,0.12810196,-2.50323932
5.26402,-0.095221,-0.070909,-0.038861,-0.017263,-0.011597,-0.067938,-0.099666,-0.06519,-0.08793,-0.003297,-0.042175,-0.048462,-0.083275,-0.090517,0.00199,-0.000344,0.12819394,-2.84972833
5.27205,-0.093356,-0.07087,-0.035668,-0.018113,-0.008965,-0.065023,-0.097392,-0.06226,-0.087335,-0.000525,-0.039392,-0.048946,-0.080681,-0.088139,0.002781,-0.002354026,0.12819507,-3.1805221
5.28007,-0.091287,-0.070654,-0.032334,-0.018856,-0.006267,-0.061948,-0.094905,-0.059171,-0.086555,0.002202,-0.036473,-0.049263,-0.077908,-0.085555,0.003517,-0.004359463,0.12810397,-3.502354
5.28803,-0.08906,-0.070337,-0.028894,-0.01956,-0.003609,-0.058807,-0.092288,-0.055959,-0.085651,0.004847,-0.033518,-0.049491,-0.074995,-0.082849,0.004123,-0.006320947,0.12793063,-3.8077811
5.29606,-0.086646,-0.069903,-0.025315,-0.02022,-0.000955,-0.055562,-0.089532,-0.05259,-0.084605,0.007434,-0.030481,-0.049619,-0.071911,-0.079991,0.004618,-0.008261859,0.12767633,-4.0930263
5.30404,-0.084055,-0.069283,-0.021647,-0.020735,0.001719,-0.05218,-0.086628,-0.049104,-0.083376,0.00993,-0.027322,-0.04956,-0.068684,-0.076952,0.005066,-0.010225985,0.12733708,-4.3604328
5.31203,-0.081272,-0.068467,-0.017873,-0.021085,0.00444,-0.048621,-0.083541,-0.045481,-0.081956,0.012348,-0.023997,-0.0493,-0.065294,-0.07369,0.005492,-0.012181272,0.12691802,-4.6094454
5.32003,-0.078341,-0.067534,-0.014018,-0.021355,0.007113,-0.044959,-0.080336,-0.04175,-0.080413,0.014662,-0.020589,-0.048929,-0.061775,-0.070269,0.005825,-0.014088547,0.12641403,-4.8425781
5.32802,-0.075316,-0.066543,-0.010107,-0.021621,0.009642,-0.041278,-0.077084,-0.037943,-0.078802,0.016847,-0.017192,-0.048516,-0.05817,-0.066772,0.005999,-0.015930424,0.1258333,-5.0605538
5.33601,-0.072194,-0.06548,-0.006156,-0.021858,0.012036,-0.037583,-0.073778,-0.03407,-0.077111,0.018873,-0.013804,-0.048043,-0.05448,-0.063193,0.006045,-0.017757621,0.12518483,-5.263401
5.34404,-0.068934,-0.064281,-0.002158,-0.021986,0.014377,-0.033783,-0.070349,-0.03011,-0.075289,0.020731,-0.010326,-0.047439,-0.050673,-0.059459,0.006053,-0.019594705,0.12447432,-5.451554
5.35202,-0.06559,-0.062963,0.001834,-0.021993,0.016647,-0.029899,-0.066812,-0.026112,-0.073366,0.022382,-0.006776,-0.046707,-0.046804,-0.055577,0.006052,-0.021402307,0.12370843,-5.6255508
5.36002,-0.062182,-0.061595,0.005819,-0.021957,0.018777,-0.025983,-0.063203,-0.022083,-0.07139,0.023826,-0.003217,-0.045924,-0.042884,-0.051604,0.005984,-0.02312785,0.12289881,-5.7842282
5.36807,-0.058708,-0.060205,0.009799,-0.021944,0.020702,-0.022091,-0.05957,-0.018015,-0.069378,0.025072,0.000291,-0.045141,-0.038905,-0.047591,0.005796,-0.024787848,0.12204504,-5.9312703
5.37601,-0.055237,-0.058812,0.013676,-0.021933,0.022384,-0.018308,-0.055985,-0.014004,-0.067362,0.026107,0.003679,-0.044356,-0.034957,-0.043621,0.005527,-0.026421687,0.1211516,-6.0632743
5.38403,-0.051671,-0.057341,0.017538,-0.021853,0.023923,-0.014466,-0.052294,-0.009948,-0.065264,0.026975,0.007107,-0.043496,-0.030936,-0.039525,0.005248,-0.028051702,0.12020771,-6.1825087
5.39206,-0.048042,-0.0558,0.021341,-0.021685,0.025316,-0.010565,-0.04851,-0.005887,-0.063096,0.027681,0.010577,-0.042557,-0.02688,-0.0353,0.004999,-0.029631495,0.11919821,-6.284918
5.40003,-0.044407,-0.054254,0.025023,-0.021487,0.026494,-0.006716,-0.04475,-0.001882,-0.060918,0.028225,0.013978,-0.041607,-0.022849,-0.031064,0.00473,-0.031136665,0.11811608,-6.3678554
5.40806,-0.04073,-0.05271,0.028624,-0.021322,0.027419,-0.002947,-0.041031,0.002119,-0.058718,0.028624,0.017278,-0.040673,-0.0188,-0.026835,0.004379,-0.032567163,0.11698863,-6.4321675
5.41602,-0.037063,-0.051186,0.032077,-0.021174,0.028093,0.000697,-0.037396,0.006044,-0.056526,0.028882,0.020432,-0.039758,-0.014797,-0.022661,0.003965,-0.033956801,0.11582655,-6.480137
5.42405,-0.033335,-0.049628,0.035431,-0.020984,0.028616,0.004355,-0.033727,0.009963,-0.054283,0.029008,0.023572,-0.038807,-0.010767,-0.018394,0.003563,-0.035320373,0.11462342,-6.5121708
5.43207,-0.029582,-0.04803,0.038641,-0.020721,0.029037,0.008025,-0.030054,0.013836,-0.051996,0.02901,0.026699,-0.037806,-0.006752,-0.014056,0.003214,-0.03661226,0.11339028,-6.5265343
5.44007,-0.025817,-0.046414,0.041692,-0.020423,0.029321,0.011632,-0.026436,0.01765,-0.049687,0.028902,0.02974,-0.03678,-0.002765,-0.009726,0.002876,-0.037816237,0.11214378,-6.5228215
5.44806,-0.022038,-0.044817,0.044578,-0.020153,0.029422,0.015114,-0.022906,0.02141,-0.047373,0.028685,0.032624,-0.03578,0.001196,-0.005455,0.002482,-0.038924418,0.11090031,-6.4995348
5.45601,-0.018284,-0.043257,0.047266,-0.019918,0.029353,0.018468,-0.019461,0.025077,-0.045077,0.02837,0.035333,-0.03482,0.005089,-0.001256,0.002035,-0.039981088,0.10962729,-6.4594586
5.46405,-0.014488,-0.041672,0.049802,-0.019652,0.029193,0.021831,-0.015971,0.028717,-0.042737,0.027965,0.037986,-0.033833,0.00898,0.003013,0.001603,-0.040975298,0.10834184,-6.4059459
5.47202,-0.010717,-0.040077,0.05212,-0.019317,0.028997,0.025149,-0.012498,0.032253,-0.040394,0.027491,0.040548,-0.03281,0.012795,0.007265,0.001244,-0.041903928,0.10703099,-6.335494
5.48006,-0.006885,-0.038444,0.054268,-0.018944,0.028713,0.028442,-0.009,0.035765,-0.037988,0.026952,0.04301,-0.031753,0.016618,0.011537,0.000903,-0.042754268,0.10569498,-6.245877
5.48803,-0.003095,-0.036848,0.056187,-0.018613,0.028285,0.031577,-0.005578,0.039166,-0.035597,0.026371,0.045246,-0.030741,0.020349,0.015684,0.000512,-0.043506056,0.10435192,-6.1390246
5.49605,0.000686,-0.035296,0.057877,-0.018321,0.027721,0.034614,-0.002174,0.042488,-0.033217,0.025739,0.047295,-0.029775,0.024025,0.019777,0.000071,-0.044178696,0.10299449,-6.0159823
5.504,0.004415,-0.033756,0.059307,-0.017995,0.027121,0.037581,0.001209,0.045682,-0.030846,0.025077,0.049203,-0.028803,0.027599,0.023809,-0.000325,-0.044786246,0.1016348,-5.8782514
5.51201,0.008169,-0.032157,0.0605,-0.017592,0.026517,0.040548,0.004634,0.048805,-0.028405,0.024392,0.051024,-0.027773,0.031136,0.027851,-0.000646,-0.045327314,0.10027297,-5.7224777
5.52005,0.011935,-0.03054,0.06144,-0.017175,0.025851,0.043439,0.008052,0.051844,-0.025926,0.023689,0.052679,-0.026739,0.03463,0.031837,-0.000955,-0.045769067,0.098946925,-5.549452
5.52801,0.015623,-0.028977,0.062116,-0.016813,0.025075,0.046161,0.011378,0.054734,-0.023488,0.022986,0.054089,-0.025772,0.038008,0.035659,-0.001315,-0.046103903,0.09764042,-5.3589967
5.53602,0.019278,-0.027428,0.062547,-0.016478,0.024219,0.048779,0.014673,0.057503,-0.021048,0.022276,0.055308,-0.024834,0.041306,0.039388,-0.0017,-0.046342221,0.096347262,-5.1547541
5.54405,0.022917,-0.025833,0.062748,-0.016085,0.023379,0.051355,0.017986,0.060147,-0.018563,0.021561,0.056407,-0.023855,0.044538,0.043075,-0.002014,-0.046510903,0.095066275,-4.9358593
5.55202,0.026511,-0.02419,0.06275,-0.015622,0.022587,0.053872,0.021287,0.062646,-0.016042,0.020866,0.057386,-0.022829,0.047681,0.046675,-0.002236,-0.046623766,0.093803818,-4.7008186
5.56,0.030074,-0.022538,0.062571,-0.015168,0.021755,0.056289,0.02457,0.065016,-0.013503,0.020185,0.058186,-0.021815,0.050756,0.050173,-0.002456,-0.046649198,0.092562444,-4.4488023
5.568,0.03357,-0.020925,0.062221,-0.014768,0.020843,0.058549,0.027793,0.067232,-0.010987,0.01952,0.058759,-0.020855,0.053735,0.053518,-0.002721,-0.046556612,0.091336028,-4.1787952
5.57607,0.037033,-0.019291,0.061716,-0.014357,0.019907,0.060706,0.030998,0.069314,-0.008439,0.01886,0.059162,-0.019884,0.056642,0.05676,-0.00297,-0.046361801,0.090130759,-3.8913196
5.58407,0.040428,-0.017617,0.06108,-0.01388,0.01904,0.062787,0.034175,0.071233,-0.005861,0.018219,0.059455,-0.018859,0.059442,0.059893,-0.003129,-0.046102234,0.088982289,-3.5942173
5.59207,0.043764,-0.015919,0.060329,-0.013363,0.018226,0.064796,0.037345,0.073005,-0.003252,0.017599,0.059636,-0.017804,0.062148,0.062929,-0.00322,-0.045786663,0.087878849,-3.2830901
5.60006,0.047015,-0.014254,0.059462,-0.012877,0.017385,0.066672,0.040456,0.074615,-0.000656,0.017,0.059639,-0.016785,0.06474,0.065812,-0.003326,-0.045377741,0.086809756,-2.95563685
5.60807,0.050188,-0.012614,0.058485,-0.012428,0.016501,0.06839,0.043494,0.076061,0.001941,0.016416,0.059451,-0.015798,0.067216,0.068524,-0.003459,-0.044847656,0.08578611,-2.61728745
5.61607,0.05327,-0.010961,0.05741,-0.011956,0.015645,0.069979,0.046471,0.077331,0.004553,0.015842,0.059126,-0.014794,0.069563,0.071079,-0.003555,-0.044218739,0.084802445,-2.26572852
5.62407,0.056276,-0.009268,0.056242,-0.011431,0.014858,0.071499,0.049428,0.078431,0.007204,0.015276,0.058718,-0.013744,0.071789,0.07353,-0.00358,-0.043541237,0.083862399,-1.901952761
5.63203,0.059168,-0.007589,0.055002,-0.010908,0.014114,0.072924,0.052332,0.079343,0.009847,0.014729,0.05821,-0.01271,0.07387,0.075842,-0.003578,-0.042820201,0.082973378,-1.5282859
5.64002,0.061963,-0.005933,0.05369,-0.01042,0.013356,0.074207,0.055163,0.080069,0.012486,0.014198,0.057552,-0.011711,0.075822,0.077988,-0.003597,-0.04199026,0.082114434,-1.13565049
5.64802,0.064653,-0.004273,0.052311,-0.009947,0.012582,0.075328,0.057879,0.080603,0.015138,0.013672,0.056742,-0.010722,0.07764,0.079944,-0.003634,-0.041047946,0.081312427,-0.7316336
5.65607,0.067248,-0.00258,0.050853,-0.009455,0.011834,0.076325,0.060507,0.080937,0.017824,0.013142,0.055823,-0.009711,0.079326,0.081745,-0.003649,-0.04002899,0.080573708,-0.3156308
5.66408,0.06969,-0.000904,0.04934,-0.008955,0.011136,0.077206,0.063035,0.081059,0.020481,0.012611,0.054833,-0.008709,0.080844,0.083395,-0.00364,-0.038970677,0.07990156,0.1097659
