Time,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,surge,heave,pitch
7.36807,-0.025031,0.04239,-0.034002,0.031672,-0.016121,-0.043577,-0.012343,-0.043392,0.013944,-0.017584,-0.041843,0.053798,-0.039463,-0.027571,0.006956,0.045025,0.24460161,20.280865
7.37602,-0.028702,0.039178,-0.035401,0.031739,-0.016939,-0.045795,-0.015769,-0.045603,0.010252,-0.018297,-0.043558,0.053063,-0.042495,-0.030929,0.00637,0.045715722,0.24682787,20.232895
7.38401,-0.032372,0.035838,-0.036811,0.031744,-0.017758,-0.048002,-0.019208,-0.047809,0.006517,-0.019022,-0.045252,0.052099,-0.045519,-0.034307,0.00576,0.046347151,0.24908987,20.161428
7.39201,-0.036036,0.032375,-0.03823,0.031662,-0.0186,-0.050228,-0.022696,-0.050009,0.002735,-0.019758,-0.046939,0.050891,-0.048528,-0.037732,0.0051,0.046915965,0.25134207,20.067668
7.40001,-0.039701,0.028781,-0.039662,0.031476,-0.019474,-0.052465,-0.026235,-0.052212,-0.001103,-0.020506,-0.048621,0.049427,-0.051531,-0.041194,0.004384,0.047418473,0.25361159,19.950582
7.40805,-0.043394,0.025052,-0.04112,0.031184,-0.020374,-0.054713,-0.029805,-0.054443,-0.005016,-0.021271,-0.05029,0.047704,-0.054556,-0.044679,0.003613,0.047832157,0.25589826,19.810113
7.41602,-0.047033,0.021278,-0.042568,0.030817,-0.021266,-0.056909,-0.03333,-0.056644,-0.008917,-0.022031,-0.051896,0.045783,-0.057534,-0.048106,0.002825,0.048154894,0.2581661,19.648411
7.42402,-0.050642,0.017433,-0.044019,0.030372,-0.022153,-0.059097,-0.036871,-0.058826,-0.012835,-0.022795,-0.053457,0.043654,-0.060478,-0.051526,0.002018,0.048414781,0.26045976,19.459926
7.43205,-0.054226,0.013517,-0.04547,0.029836,-0.023051,-0.061292,-0.040446,-0.060996,-0.016774,-0.023554,-0.054985,0.041311,-0.063393,-0.054954,0.001179,0.048613112,0.262748,19.24586
7.44002,-0.057768,0.009562,-0.046913,0.029193,-0.023963,-0.063473,-0.044011,-0.063143,-0.02071,-0.024301,-0.056468,0.038769,-0.066266,-0.058341,0.000304,0.048728781,0.26502907,19.007985
7.44803,-0.061302,0.005527,-0.048358,0.028434,-0.024887,-0.06565,-0.047589,-0.065282,-0.024685,-0.025039,-0.057905,0.036,-0.069125,-0.061707,-0.000609,0.048750323,0.26730524,18.747462
7.456,-0.064749,0.001499,-0.04977,0.027586,-0.025787,-0.067776,-0.051111,-0.067358,-0.028615,-0.025746,-0.059252,0.033071,-0.071902,-0.064981,-0.001522,0.048680769,0.26958839,18.46206
7.46403,-0.068138,-0.002548,-0.051156,0.026641,-0.026667,-0.069878,-0.054622,-0.069387,-0.03253,-0.026426,-0.060524,0.029968,-0.074623,-0.068205,-0.002433,0.048542314,0.27184974,18.155257
7.47201,-0.071433,-0.006571,-0.052502,0.02559,-0.027522,-0.071935,-0.058089,-0.071349,-0.036388,-0.027065,-0.061707,0.026727,-0.077258,-0.071342,-0.003341,0.048338262,0.2741139,17.823189
7.48001,-0.074663,-0.010607,-0.053815,0.0244,-0.028365,-0.073957,-0.061532,-0.073258,-0.040228,-0.027665,-0.062809,0.023325,-0.079833,-0.074407,-0.004263,0.048047302,0.27637302,17.466601
7.48802,-0.077828,-0.014656,-0.055092,0.023058,-0.029201,-0.075944,-0.064944,-0.07511,-0.044049,-0.028223,-0.063833,0.01977,-0.082344,-0.077394,-0.005203,0.047665641,0.27860342,17.094927
7.49604,-0.080896,-0.018675,-0.056316,0.021581,-0.03001,-0.077878,-0.068291,-0.07688,-0.047812,-0.028727,-0.064762,0.016108,-0.084765,-0.080277,-0.006137,0.047204347,0.28083969,16.702258
7.504,-0.083817,-0.022601,-0.057462,0.019999,-0.030757,-0.079719,-0.071536,-0.078539,-0.05146,-0.029167,-0.065559,0.012409,-0.087056,-0.083012,-0.007033,0.046673365,0.28306678,16.284622
7.51202,-0.086636,-0.026493,-0.058537,0.018291,-0.031448,-0.081487,-0.074724,-0.080105,-0.055048,-0.029537,-0.066229,0.008633,-0.08925,-0.085637,-0.007902,0.046082655,0.28524106,15.852817
7.52003,-0.089327,-0.030312,-0.059518,0.016468,-0.032081,-0.08317,-0.077815,-0.081556,-0.058541,-0.029818,-0.066774,0.004826,-0.09132,-0.088121,-0.008745,0.045404715,0.28742407,15.396391
7.52802,-0.091869,-0.034036,-0.06038,0.014549,-0.032649,-0.084749,-0.080785,-0.082868,-0.061917,-0.029989,-0.067182,0.001015,-0.09324,-0.090446,-0.009552,0.044645961,0.28956892,14.924462
7.53602,-0.094223,-0.037628,-0.061095,0.012575,-0.033104,-0.086187,-0.083599,-0.084004,-0.065136,-0.030028,-0.067412,-0.002758,-0.09497,-0.092574,-0.010288,0.043809197,0.2916957,14.431233
7.54408,-0.096381,-0.041072,-0.061645,0.010575,-0.03341,-0.087451,-0.086241,-0.08495,-0.068188,-0.029913,-0.067427,-0.006465,-0.096498,-0.094485,-0.01092,0.042902468,0.29380471,13.916419
7.55207,-0.098315,-0.044312,-0.062013,0.008588,-0.033558,-0.088521,-0.088682,-0.08569,-0.071027,-0.02964,-0.067224,-0.010042,-0.097803,-0.096158,-0.011442,0.041941906,0.2958599,13.388765
7.56007,-0.100035,-0.047379,-0.062193,0.006593,-0.033565,-0.08941,-0.090936,-0.086218,-0.073669,-0.029197,-0.066821,-0.013517,-0.098882,-0.097616,-0.011878,0.040905312,0.29789774,12.841256
7.568,-0.101526,-0.050249,-0.062178,0.004599,-0.033438,-0.090107,-0.092972,-0.086524,-0.076096,-0.028589,-0.066231,-0.01686,-0.099717,-0.098838,-0.012236,0.039815035,0.2998844,12.290246
7.57603,-0.102815,-0.052962,-0.061967,0.002576,-0.033156,-0.090602,-0.094814,-0.086617,-0.078344,-0.027803,-0.065424,-0.020115,-0.100327,-0.099839,-0.012514,0.038652808,0.30185011,11.722141
7.58405,-0.103874,-0.055468,-0.06156,0.000564,-0.032697,-0.090866,-0.096438,-0.08649,-0.080373,-0.026847,-0.064386,-0.023216,-0.100697,-0.1006,-0.01269,0.037457024,0.30376563,11.150871
7.592,-0.104685,-0.057743,-0.06096,-0.001422,-0.032078,-0.090903,-0.097831,-0.086141,-0.082161,-0.025738,-0.063144,-0.026132,-0.100823,-0.10113,-0.012771,0.036212481,0.30564808,10.571489
7.60003,-0.105261,-0.05984,-0.060147,-0.003437,-0.031312,-0.09072,-0.099021,-0.085558,-0.083745,-0.024446,-0.061696,-0.028928,-0.100699,-0.101442,-0.012786,0.034918267,0.30747758,9.987757
7.60806,-0.105582,-0.061733,-0.059116,-0.005454,-0.030404,-0.090302,-0.099963,-0.084736,-0.085106,-0.022976,-0.06005,-0.031566,-0.100317,-0.101522,-0.012733,0.033565304,0.30927108,9.393296
7.61603,-0.105619,-0.063381,-0.057859,-0.007414,-0.029325,-0.089611,-0.10063,-0.083664,-0.086213,-0.021329,-0.05818,-0.033991,-0.099662,-0.101342,-0.012572,0.032183319,0.31100329,8.796012
7.62403,-0.105344,-0.064764,-0.056351,-0.009295,-0.028039,-0.088612,-0.101016,-0.08232,-0.08704,-0.019486,-0.056048,-0.036188,-0.098711,-0.100884,-0.012276,0.030771148,0.31267148,8.198599
7.63201,-0.104745,-0.065866,-0.054586,-0.011071,-0.026557,-0.087313,-0.101115,-0.080695,-0.087573,-0.017456,-0.05367,-0.038138,-0.097454,-0.100156,-0.011847,0.029315862,0.31429447,7.5992466
7.64003,-0.103831,-0.066717,-0.052553,-0.012756,-0.024902,-0.085719,-0.100928,-0.078779,-0.087837,-0.015243,-0.051062,-0.039869,-0.095886,-0.099151,-0.011312,0.02782068,0.31584877,6.9994736
7.64801,-0.102624,-0.067322,-0.050277,-0.014329,-0.023098,-0.083836,-0.10045,-0.076602,-0.087841,-0.012885,-0.048248,-0.041377,-0.094034,-0.097885,-0.01069,0.026309174,0.31734397,6.4111567
7.65607,-0.10111,-0.067679,-0.047739,-0.01579,-0.021106,-0.081635,-0.099692,-0.074145,-0.087579,-0.010378,-0.045186,-0.04267,-0.09188,-0.096347,-0.009965,0.024764164,0.31877882,5.8243847
7.66401,-0.099335,-0.067777,-0.045013,-0.017082,-0.018984,-0.07918,-0.098688,-0.071477,-0.08706,-0.007814,-0.041968,-0.043706,-0.089484,-0.094587,-0.009161,0.023208017,0.32013516,5.2442225
7.67204,-0.09728,-0.067646,-0.042048,-0.018261,-0.016714,-0.07644,-0.097427,-0.068549,-0.086297,-0.00516,-0.038548,-0.04454,-0.086805,-0.092582,-0.008299,0.021625529,0.32142361,4.670698
7.68008,-0.094996,-0.067334,-0.038894,-0.019339,-0.014358,-0.073464,-0.09595,-0.065416,-0.085333,-0.002468,-0.034994,-0.045208,-0.083899,-0.090374,-0.00743,0.020020829,0.32263764,4.0999414
7.68805,-0.092531,-0.066857,-0.035595,-0.020312,-0.01195,-0.07029,-0.094275,-0.062122,-0.0842,0.000214,-0.031352,-0.045715,-0.08081,-0.087994,-0.006579,0.018407247,0.32376888,3.5374891
7.69606,-0.089863,-0.0662,-0.032129,-0.021166,-0.009461,-0.066897,-0.092408,-0.058646,-0.082874,0.002894,-0.02759,-0.04605,-0.077516,-0.085425,-0.005727,0.016742359,0.32483278,2.971745
7.70404,-0.087006,-0.065372,-0.028537,-0.021893,-0.006918,-0.063317,-0.090365,-0.055024,-0.081368,0.005527,-0.023741,-0.046214,-0.074043,-0.082696,-0.004883,0.015075521,0.32580025,2.4233909
7.71201,-0.083986,-0.064408,-0.024823,-0.02252,-0.004352,-0.059556,-0.088156,-0.051265,-0.079714,0.008093,-0.019827,-0.046242,-0.070407,-0.079804,-0.004073,0.013403482,0.32668314,1.8860226
7.72001,-0.080824,-0.063349,-0.020999,-0.023082,-0.001791,-0.05564,-0.085799,-0.047386,-0.077948,0.010572,-0.015871,-0.046175,-0.066631,-0.076773,-0.003319,0.011727279,0.32748131,1.3642504
7.72806,-0.077528,-0.062201,-0.01709,-0.023581,0.000749,-0.05159,-0.083322,-0.043403,-0.076071,0.012929,-0.011888,-0.046021,-0.062727,-0.073626,-0.002627,0.010042292,0.32818203,0.8521901
7.73604,-0.074133,-0.060966,-0.01316,-0.02399,0.00323,-0.04746,-0.080741,-0.039373,-0.074102,0.015107,-0.007936,-0.045765,-0.058744,-0.070395,-0.001988,0.008330385,0.32879521,0.3496237
7.74404,-0.070616,-0.059651,-0.009187,-0.024318,0.005667,-0.043212,-0.07804,-0.035268,-0.072039,0.017109,-0.003984,-0.045421,-0.054657,-0.06705,-0.001397,0.006621328,0.32933458,-0.1401731
7.75204,-0.067024,-0.0583,-0.005212,-0.024594,0.008014,-0.038892,-0.075242,-0.031132,-0.069927,0.018904,-0.000075,-0.045028,-0.050513,-0.063624,-0.00088,0.00490746,0.32982854,-0.6251625
7.76002,-0.063377,-0.05693,-0.001263,-0.024834,0.010237,-0.034535,-0.072377,-0.026983,-0.067791,0.020477,0.003751,-0.044603,-0.046332,-0.060141,-0.000451,0.003225148,0.33025,-1.09161938
7.76803,-0.059645,-0.055524,0.002669,-0.025034,0.012338,-0.030136,-0.069428,-0.022804,-0.065608,0.021838,0.0075,-0.044136,-0.04209,-0.056597,-0.000097,0.001542991,0.33058564,-1.54302509
7.77607,-0.055816,-0.05407,0.006578,-0.025174,0.014321,-0.025676,-0.066369,-0.018593,-0.063365,0.022997,0.01118,-0.043611,-0.037782,-0.052963,0.0002,-0.000152,0.33083214,-1.978409461
7.784,-0.051975,-0.052607,0.010392,-0.025249,0.016161,-0.021229,-0.063245,-0.014425,-0.061113,0.02395,0.014734,-0.04304,-0.03349,-0.049296,0.000454,-0.00183133,0.33099997,-2.39850176
7.79203,-0.048045,-0.051118,0.014188,-0.025279,0.017887,-0.01671,-0.06001,-0.010217,-0.058812,0.024736,0.018229,-0.042432,-0.02913,-0.045527,0.00066,-0.003494706,0.33109672,-2.80322017
7.80003,-0.044072,-0.049614,0.017918,-0.025265,0.019462,-0.012206,-0.056709,-0.006023,-0.056484,0.025369,0.021593,-0.041787,-0.024755,-0.041718,0.000815,-0.005135444,0.33110918,-3.1912434
7.80804,-0.040039,-0.048088,0.021594,-0.025204,0.020899,-0.007716,-0.053332,-0.001827,-0.054112,0.025868,0.024838,-0.0411,-0.020346,-0.037861,0.000929,-0.006769735,0.33103164,-3.5655728
7.81601,-0.035972,-0.046555,0.025187,-0.025088,0.022209,-0.003246,-0.049881,0.002343,-0.051706,0.02624,0.027963,-0.040376,-0.015935,-0.033956,0.001017,-0.008410182,0.33087035,-3.9257367
7.82401,-0.031871,-0.045015,0.028695,-0.024915,0.02341,0.001228,-0.046347,0.00649,-0.049268,0.02649,0.030988,-0.039613,-0.011518,-0.029973,0.001092,-0.010051408,0.33063507,-4.2727991
7.83201,-0.027763,-0.043487,0.032084,-0.024702,0.024484,0.005653,-0.042761,0.010587,-0.046822,0.026619,0.033883,-0.038828,-0.007124,-0.025966,0.001141,-0.011641515,0.33033154,-4.5960919
7.84,-0.023644,-0.041976,0.035331,-0.024471,0.025407,0.009997,-0.03916,0.014627,-0.044371,0.026629,0.036619,-0.038035,-0.002754,-0.021949,0.001144,-0.013180455,0.329961,-4.9017035
7.84806,-0.019498,-0.040485,0.038437,-0.024233,0.026182,0.01428,-0.035518,0.01863,-0.041909,0.026521,0.039206,-0.03724,0.001608,-0.017906,0.001093,-0.014698353,0.32954174,-5.1925003
7.85605,-0.015402,-0.039038,0.041335,-0.023976,0.026821,0.018449,-0.031893,0.022525,-0.039488,0.026306,0.041624,-0.036453,0.005882,-0.013881,0.001016,-0.016196438,0.32907926,-5.4645626
7.86405,-0.011307,-0.037597,0.044037,-0.023671,0.027356,0.022559,-0.028237,0.026347,-0.037071,0.025994,0.043913,-0.035638,0.010113,-0.009819,0.00094,-0.017679598,0.32856474,-5.7203334
7.87204,-0.007213,-0.036156,0.046532,-0.023322,0.027788,0.026589,-0.024573,0.030094,-0.034648,0.025596,0.046059,-0.034797,0.014297,-0.005743,0.000866,-0.019110715,0.32799857,-5.9584554
7.88003,-0.003129,-0.034738,0.048806,-0.022965,0.028089,0.030509,-0.020934,0.033755,-0.032237,0.025115,0.048031,-0.033961,0.018423,-0.001679,0.00076,-0.020499947,0.32738028,-6.1788667
7.88805,0.000928,-0.033357,0.050857,-0.022606,0.028252,0.034311,-0.017322,0.037323,-0.029857,0.02456,0.049814,-0.033135,0.022479,0.002372,0.000613,-0.021858227,0.32671255,-6.3861774
7.89603,0.004939,-0.032002,0.05268,-0.022224,0.02832,0.037991,-0.013742,0.040778,-0.02751,0.02396,0.051434,-0.032307,0.026442,0.006405,0.00046,-0.023188954,0.32598909,-6.5788118
7.90403,0.008961,-0.03063,0.054304,-0.021785,0.028329,0.041601,-0.010157,0.044161,-0.025139,0.023333,0.052932,-0.031442,0.030362,0.010475,0.000329,-0.024484208,0.3252163,-6.7543547
7.91202,0.012966,-0.029245,0.055728,-0.021292,0.028277,0.04509,-0.006594,0.047451,-0.022762,0.022703,0.054283,-0.03054,0.034212,0.014541,0.000222,-0.025745681,0.3243914,-6.9131056
7.92003,0.016954,-0.02787,0.05696,-0.020777,0.028141,0.048444,-0.003063,0.050657,-0.020392,0.022079,0.055477,-0.029633,0.038,0.018595,0.000102,-0.026955165,0.32353598,-7.0526641
7.92803,0.020898,-0.026519,0.057989,-0.020257,0.027922,0.051633,0.000415,0.053751,-0.018044,0.021467,0.056504,-0.028734,0.041694,0.022614,-0.000037,-0.028114712,0.32264781,-7.1742962
7.93606,0.024827,-0.025157,0.058828,-0.01969,0.027655,0.054692,0.003885,0.056759,-0.015683,0.020869,0.057397,-0.027806,0.045323,0.026637,-0.00016,-0.029225033,0.32172327,-7.2786117
7.94407,0.028715,-0.023778,0.059477,-0.019067,0.027369,0.057603,0.007323,0.059656,-0.013314,0.020297,0.058166,-0.026839,0.048861,0.030641,-0.000245,-0.030275542,0.32079202,-7.3644299
7.95206,0.032546,-0.0224,0.059933,-0.018412,0.027042,0.060342,0.010707,0.062429,-0.010952,0.019741,0.05879,-0.025857,0.052296,0.034598,-0.000317,-0.0312843,0.31984456,-7.4345305
7.96004,0.036308,-0.021048,0.060207,-0.017754,0.02665,0.062893,0.014029,0.065075,-0.008614,0.019201,0.059248,-0.024882,0.055619,0.038488,-0.000404,-0.032239146,0.31887676,-7.4866847
7.96802,0.04,-0.019716,0.060301,-0.017096,0.026197,0.065258,0.017294,0.067586,-0.006292,0.018669,0.05954,-0.023912,0.058827,0.042302,-0.000506,-0.033122983,0.31788927,-7.5214605
7.97603,0.04363,-0.018376,0.060219,-0.016412,0.02571,0.067457,0.020518,0.069958,-0.003964,0.018137,0.059688,-0.022915,0.061924,0.046056,-0.000592,-0.03394106,0.31688182,-7.5383078
7.984,0.047157,-0.017048,0.059968,-0.01571,0.025202,0.06948,0.023683,0.072164,-0.001657,0.017605,0.0597,-0.021905,0.064875,0.049715,-0.000658,-0.034719477,0.31586052,-7.537433
7.99208,0.050624,-0.015728,0.059545,-0.015013,0.024641,0.07134,0.026835,0.074222,0.000652,0.017061,0.059555,-0.02089,0.067714,0.053313,-0.000735,-0.035442433,0.31483626,-7.5193716
8.00006,0.053938,-0.014449,0.058972,-0.01435,0.024024,0.07298,0.02989,0.076075,0.002905,0.016517,0.059248,-0.019899,0.070367,0.056744,-0.000835,-0.036101711,0.3137995,-7.4831933
8.00802,0.057139,-0.013178,0.058257,-0.013698,0.02337,0.074428,0.032885,0.077743,0.00514,0.015963,0.058801,-0.018905,0.072868,0.060036,-0.000938,-0.03667426,0.31276421,-7.4283368
8.01607,0.060254,-0.01189,0.05739,-0.013037,0.022689,0.075709,0.035865,0.079228,0.007388,0.015391,0.058225,-0.017886,0.075236,0.063228,-0.001029,-0.037171254,0.3117248,-7.3556237
8.02402,0.063202,-0.010624,0.056412,-0.012393,0.021997,0.076801,0.038775,0.080496,0.009589,0.01482,0.057546,-0.016875,0.077412,0.06625,-0.00111,-0.037624201,0.31069659,-7.2665898
8.03205,0.066056,-0.009351,0.055319,-0.011767,0.02127,0.077725,0.041679,0.081584,0.011797,0.014242,0.05675,-0.015858,0.079459,0.069161,-0.001197,-0.038023781,0.3096889,-7.1611893
8.04005,0.068766,-0.008083,0.054137,-0.011166,0.020514,0.078452,0.044517,0.082468,0.013981,0.013669,0.055841,-0.014844,0.08134,0.071887,-0.001292,-0.038346009,0.30867805,-7.0356808
8.04801,0.071341,-0.006794,0.052884,-0.010561,0.01975,0.079001,0.047302,0.083162,0.016161,0.013104,0.05484,-0.01381,0.08307,0.074443,-0.001369,-0.038579552,0.30766957,-6.8904305
8.05605,0.073808,-0.005473,0.051558,-0.009943,0.018986,0.079403,0.05009,0.083673,0.018363,0.012542,0.05376,-0.012746,0.084669,0.076867,-0.001422,-0.038745069,0.30666918,-6.7277819
8.06404,0.076127,-0.004146,0.050194,-0.009334,0.018228,0.079662,0.052851,0.083997,0.020548,0.011998,0.052624,-0.01168,0.086115,0.079125,-0.001462,-0.038866996,0.30570399,-6.5542503
8.07206,0.078325,-0.002787,0.048801,-0.00872,0.017473,0.079781,0.055598,0.084149,0.02275,0.011469,0.051423,-0.010592,0.087434,0.081226,-0.001484,-0.038925734,0.30475062,-6.3630013
8.08002,0.080377,-0.001403,0.047394,-0.008101,0.016719,0.079749,0.058282,0.084126,0.024952,0.010953,0.05016,-0.009484,0.088609,0.083128,-0.001489,-0.038893811,0.30380038,-6.1505186
8.08802,0.082295,0.000018,0.045966,-0.007473,0.015961,0.079577,0.060931,0.083927,0.02717,0.010449,0.048833,-0.008352,0.089646,0.084851,-0.001478,-0.03878111,0.30286919,-5.9214355
8.09603,0.084072,0.001466,0.04453,-0.006838,0.01521,0.079294,0.063553,0.083563,0.029394,0.00996,0.047471,-0.007204,0.090546,0.086413,-0.001447,-0.038614532,0.3019571,-5.6751957
8.10403,0.085698,0.002941,0.043101,-0.006195,0.01447,0.078903,0.066138,0.083038,0.031618,0.009493,0.046084,-0.006043,0.091302,0.087808,-0.001389,-0.038402302,0.30107016,-5.4112296
8.11202,0.087183,0.00446,0.04168,-0.005535,0.01374,0.078398,0.068664,0.082359,0.03386,0.009047,0.044671,-0.004854,0.091919,0.089024,-0.001301,-0.038113215,0.30021577,-5.1306127
8.12005,0.088536,0.006037,0.040268,-0.004855,0.013008,0.077776,0.071129,0.081536,0.036131,0.008621,0.043225,-0.00363,0.092402,0.090067,-0.001185,-0.037732748,0.29939613,-4.8351071
8.12803,0.089724,0.007626,0.038873,-0.004185,0.012266,0.077041,0.073494,0.08057,0.038381,0.008213,0.041759,-0.00241,0.092728,0.090921,-0.001059,-0.03727727,0.2986043,-4.5216605
8.136,0.090747,0.009234,0.037478,-0.003517,0.011518,0.076204,0.075773,0.079455,0.040614,0.007819,0.04028,-0.001191,0.092891,0.091604,-0.000915,-0.036771348,0.29785488,-4.1979667
8.14405,0.09162,0.010892,0.036073,-0.002833,0.010764,0.075264,0.077975,0.078194,0.042862,0.007434,0.038785,0.000054,0.092893,0.092124,-0.000741,-0.036198995,0.29712456,-3.8549205
8.15207,0.092342,0.012593,0.034684,-0.00214,0.010013,0.074225,0.080042,0.076817,0.045109,0.007066,0.037293,0.001316,0.092744,0.092464,-0.000543,-0.035566813,0.29642515,-3.4991267
8.16004,0.092905,0.014313,0.033314,-0.001457,0.00925,0.073083,0.081945,0.075336,0.047327,0.006716,0.035795,0.002571,0.092442,0.092614,-0.000343,-0.034869233,0.29575665,-3.1286675
8.168,0.093293,0.016045,0.031941,-0.000795,0.008458,0.071829,0.083685,0.073732,0.049508,0.006378,0.034275,0.003813,0.091965,0.09258,-0.000156,-0.034098382,0.29511895,-2.73999365
8.17603,0.093502,0.017807,0.03055,-0.000136,0.007647,0.070471,0.085266,0.071993,0.051664,0.006043,0.032742,0.005058,0.091303,0.092369,0.00003,-0.033267555,0.29452773,-2.33895055
8.18403,0.093548,0.019595,0.029164,0.000526,0.006845,0.069037,0.086666,0.07016,0.053784,0.005713,0.031229,0.006305,0.090483,0.091993,0.000222,-0.032381499,0.29398721,-1.926389353
8.19206,0.09343,0.021422,0.027782,0.00118,0.006024,0.067502,0.087868,0.068228,0.055875,0.005388,0.029704,0.007559,0.089496,0.09144,0.0004,-0.031439666,0.29349777,-1.50233065
8.20007,0.093136,0.023254,0.026404,0.001803,0.00517,0.06586,0.088847,0.066202,0.057901,0.005068,0.028156,0.008788,0.088339,0.090701,0.000542,-0.030430064,0.29305327,-1.0651494
8.20801,0.092674,0.02507,0.025037,0.002397,0.004306,0.064141,0.089604,0.064103,0.059835,0.004754,0.026614,0.009983,0.087023,0.089798,0.000657,-0.02935683,0.29265119,-0.6155112
8.21603,0.092046,0.026929,0.02366,0.002998,0.003438,0.062337,0.090182,0.061902,0.061722,0.00444,0.025072,0.011193,0.085534,0.088743,0.000767,-0.028236193,0.29229208,-0.1566651
8.22404,0.091274,0.028812,0.022293,0.003597,0.002579,0.060478,0.090578,0.05964,0.063542,0.00413,0.023549,0.012407,0.083901,0.087555,0.000871,-0.027064577,0.29197366,0.3158816
8.23206,0.090358,0.030713,0.020933,0.00418,0.001711,0.058541,0.090787,0.057313,0.065287,0.003819,0.022023,0.013612,0.082123,0.086216,0.000951,-0.025850957,0.2916986,0.7981072
8.24007,0.089298,0.032617,0.019586,0.004743,0.000833,0.056528,0.0908,0.054935,0.066935,0.003513,0.020492,0.014801,0.080206,0.084729,0.001005,-0.024569372,0.29146347,1.2957646
8.24801,0.088116,0.034514,0.018262,0.0053,-0.000023,0.054484,0.09064,0.052535,0.068473,0.003215,0.018992,0.015979,0.07818,0.083133,0.001049,-0.023246315,0.29127679,1.796289
8.25606,0.086791,0.036465,0.016924,0.005879,-0.000857,0.052382,0.090316,0.050059,0.069943,0.002917,0.017503,0.017189,0.076006,0.081412,0.0011,-0.021860639,0.29114,2.3079405
8.26404,0.085354,0.038409,0.015611,0.006457,-0.001659,0.050271,0.089817,0.047579,0.071291,0.002625,0.016054,0.018394,0.073743,0.079603,0.001145,-0.020441324,0.29105887,2.822518
8.27205,0.083787,0.040357,0.014306,0.007026,-0.002451,0.048109,0.089113,0.045072,0.072511,0.002333,0.01461,0.019593,0.071371,0.07767,0.001172,-0.018997074,0.29103253,3.337735
8.28005,0.082088,0.042301,0.013005,0.007589,-0.003234,0.045897,0.088197,0.042538,0.073585,0.002035,0.013166,0.020788,0.068895,0.075613,0.001176,-0.0175113,0.29106016,3.8583382
8.28807,0.080263,0.04425,0.01171,0.008159,-0.003989,0.04366,0.087095,0.039982,0.074508,0.001734,0.011737,0.021993,0.066325,0.073459,0.001172,-0.01596763,0.29114135,4.3881704
8.29604,0.078323,0.046178,0.01043,0.008731,-0.004703,0.04143,0.085836,0.037424,0.075256,0.001428,0.010345,0.023192,0.063682,0.071239,0.001162,-0.014383688,0.29127658,4.9206085
8.304,0.076253,0.048075,0.009152,0.009287,-0.0054,0.039183,0.084409,0.034854,0.075809,0.00111,0.008961,0.024375,0.060955,0.068933,0.001127,-0.012774009,0.29147101,5.455005
8.31202,0.074047,0.049966,0.007869,0.009836,-0.006093,0.036889,0.082802,0.032258,0.076181,0.000775,0.00756,0.025559,0.058132,0.066509,0.001067,-0.011150515,0.29172915,5.9873669
8.32001,0.071747,0.051833,0.006595,0.010381,-0.006757,0.034584,0.081055,0.029674,0.076373,0.000423,0.006161,0.026742,0.055262,0.064009,0.000992,-0.009482813,0.29205185,6.5232025
8.32806,0.069315,0.053689,0.005309,0.010928,-0.007397,0.032253,0.079166,0.027064,0.076377,0.000051,0.004752,0.027933,0.0523,0.061416,0.000903,-0.007775591,0.29243124,7.0575361
8.33601,0.066794,0.055473,0.004028,0.01145,-0.008006,0.02995,0.077187,0.024474,0.076178,-0.000337,0.003358,0.02909,0.049302,0.058791,0.000791,-0.006048693,0.29286984,7.5932346
8.34402,0.064153,0.057217,0.002727,0.01196,-0.0086,0.027625,0.075075,0.021868,0.075783,-0.000752,0.001943,0.03024,0.046228,0.056079,0.000658,-0.004295053,0.29337362,8.13375
8.35206,0.061416,0.058923,0.001411,0.012459,-0.009179,0.02527,0.072834,0.019261,0.075205,-0.001194,0.000497,0.031391,0.043098,0.05328,0.000508,-0.002532652,0.29393468,8.669247
8.36004,0.058616,0.060557,0.000095,0.012942,-0.009731,0.022923,0.070497,0.016679,0.074452,-0.001657,-0.000959,0.032528,0.039951,0.050434,0.000343,-0.000738,0.29455767,9.204217
8.36804,0.055714,0.062096,-0.001241,0.013402,-0.01026,0.020566,0.06805,0.014083,0.073497,-0.002142,-0.002433,0.033644,0.036742,0.047526,0.000163,0.001082245,0.29524135,9.735334
8.37604,0.052716,0.063517,-0.002589,0.013834,-0.010769,0.01821,0.065514,0.011483,0.072345,-0.002644,-0.003922,0.03473,0.033483,0.044572,-0.000036,0.002915657,0.2959905,10.264692
8.38404,0.049651,0.064822,-0.00394,0.014245,-0.011257,0.015853,0.062892,0.008894,0.071025,-0.003155,-0.005426,0.035802,0.030199,0.041573,-0.000246,0.004745869,0.29679915,10.78776
8.39203,0.046535,0.066004,-0.005286,0.01465,-0.011717,0.013489,0.06018,0.006323,0.069557,-0.003671,-0.006946,0.03687,0.026904,0.038528,-0.000453,0.006585184,0.29766644,11.306731
8.40006,0.043332,0.067036,-0.006644,0.015032,-0.01216,0.011098,0.057361,0.003738,0.06792,-0.004197,-0.008492,0.037921,0.023564,0.035416,-0.000671,0.008443349,0.29859393,11.821607
8.40803,0.040069,0.067878,-0.008007,0.015374,-0.012587,0.008713,0.05448,0.001156,0.066125,-0.004728,-0.010048,0.03892,0.020209,0.032284,-0.000904,0.010299228,0.29957211,12.326799
