0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.02E-06,0.00E+00,0.00E+00,-3.86E-05,0,0,6.84E-04,0,0,-5.66E-04,0,0,-0.007244877,0,0,0.128198274,0,0,-0.106055456,-1.358414493,24.03717635
-5.35E-06,-3.02E-06,0.00E+00,-7.56E-05,-3.86E-05,0,1.21E-03,6.84E-04,0,-0.000248546,-5.66E-04,0,-0.004516754,-0.007244877,0,0.05684504,0.128198274,0,0.094804989,0.964327966,-21.39112341
-7.04E-06,-5.35E-06,-3.02E-06,-0.000111179,-7.56E-05,-3.86E-05,0.001604236,1.21E-03,6.84E-04,-0.000170983,-0.000248546,-5.66E-04,-0.004358935,-0.004516754,-0.007244877,0.039825565,0.05684504,0.128198274,-0.005274831,-0.140916715,1.26842546
-8.13E-06,-7.04E-06,-5.35E-06,-0.000145623,-0.000111179,-7.56E-05,0.001863006,0.001604236,1.21E-03,-9.88E-05,-0.000170983,-0.000248546,-0.004235088,-0.004358935,-0.004516754,0.024179984,0.039825565,0.05684504,0.008678811,0.013357638,-1.869829216
-8.66E-06,-8.13E-06,-7.04E-06,-0.000179212,-0.000145623,-1.11E-04,0.002002107,0.001863006,0.001604236,-3.21E-05,-9.88E-05,-0.000170983,-0.004145213,-0.004235088,-0.004358935,0.009908297,0.024179984,0.039825565,0.008001178,0.009111176,-1.698092411
-8.68E-06,-8.66E-06,-8.13E-06,-0.000212218,-0.000179212,-1.46E-04,0.00203253,0.002002107,0.001863006,2.92E-05,-3.21E-05,-9.88E-05,-0.004089309,-0.004145213,-0.004235088,-0.002989495,0.009908297,0.024179984,0.007323544,0.004864714,-1.526355605
-8.24E-06,-8.68E-06,-8.66E-06,-0.000244913,-0.000212218,-1.79E-04,0.001965266,0.00203253,0.002002107,8.51E-05,2.92E-05,-3.21E-05,-0.004067378,-0.004089309,-0.004145213,-0.014513392,-0.002989495,0.009908297,0.006645911,0.000618251,-1.3546188
-7.37E-06,-8.24E-06,-8.68E-06,-0.000277568,-0.000244913,-2.12E-04,0.001811307,0.001965266,0.00203253,0.000135511,8.51E-05,2.92E-05,-0.004079417,-0.004067378,-0.004089309,-0.024663395,-0.014513392,-0.002989495,0.005968277,-0.003628211,-1.182881994
-6.11E-06,-7.37E-06,-8.24E-06,-3.10E-04,-0.000277568,-2.45E-04,0.001581643,0.001811307,0.001965266,1.81E-04,0.000135511,8.51E-05,-0.004125429,-0.004079417,-0.004067378,-0.033439504,-0.024663395,-0.014513392,0.005290644,-0.007874673,-1.011145189
-4.52E-06,-6.11E-06,-7.37E-06,-0.000343847,-3.10E-04,-2.78E-04,0.001287266,0.001581643,0.001811307,2.20E-04,1.81E-04,0.000135511,-0.004205412,-0.004125429,-0.004079417,-0.040841718,-0.033439504,-0.024663395,0.00461301,-0.012121135,-0.839408383
-2.63E-06,-4.52E-06,-6.11E-06,-0.000378014,-0.000343847,-3.10E-04,0.000939167,0.001287266,0.001581643,2.54E-04,2.20E-04,1.81E-04,-0.004319367,-0.004205412,-4.13E-03,-0.046870038,-0.040841718,-0.033439504,0.003935377,-0.016367597,-0.667671578
-4.95E-07,-2.63E-06,-4.52E-06,-0.000413229,-0.000378014,-3.44E-04,5.48E-04,0.000939167,0.001287266,2.83E-04,2.54E-04,2.20E-04,-0.004467294,-0.004319367,-4.21E-03,-0.051524464,-0.046870038,-0.040841718,0.003257743,-0.020614059,-0.495934772
1.85E-06,-4.95E-07,-2.63E-06,-0.000449762,-0.000413229,-3.78E-04,1.26E-04,5.48E-04,0.000939167,3.06E-04,2.83E-04,2.54E-04,-0.004649192,-0.004467294,-0.004319367,-0.054804995,-0.051524464,-0.046870038,0.00258011,-0.024860521,-0.324197967
4.37E-06,1.85E-06,-4.95E-07,-0.000487887,-0.000449762,-4.13E-04,-3.18E-04,1.26E-04,5.48E-04,3.24E-04,3.06E-04,2.83E-04,-0.004865062,-0.004649192,-0.004467294,-0.056711631,-0.054804995,-0.051524464,0.001902476,-0.029106984,-0.152461161
7.00E-06,4.37E-06,1.85E-06,-0.000527875,-0.000487887,-4.50E-04,-7.71E-04,-3.18E-04,1.26E-04,0.000336918,3.24E-04,3.06E-04,-0.005114904,-0.004865062,-0.004649192,-0.057244373,-0.056711631,-0.054804995,0.001224843,-0.033353446,0.019275644
9.71E-06,7.00E-06,4.37E-06,-0.000569998,-0.000527875,-4.88E-04,-0.001222471,-7.71E-04,-3.18E-04,0.000344007,0.000336918,3.24E-04,-0.005398717,-0.005114904,-0.004865062,-0.056403221,-0.057244373,-0.056711631,0.000547209,-0.037599908,0.19101245
1.25E-05,9.71E-06,7.00E-06,-0.000614526,-0.000569998,-5.28E-04,-0.001662089,-0.001222471,-7.71E-04,0.000345674,0.000344007,0.000336918,-0.005716502,-0.005398717,-0.005114904,-0.054188174,-0.056403221,-0.057244373,-0.000130424,-0.04184637,0.362749255
