0,0,0,0,0,0
-0.00000302,-0.0000386,0.000684,-0.000566,-0.007244877,0.128198274
-0.00000535,-0.0000756,0.00121,-0.000248546,-0.004516754,0.05684504
-0.00000704,-0.000111179,0.001604236,-0.000170983,-0.004358935,0.039825565
-0.00000813,-0.000145623,0.001863006,-0.0000988,-0.004235088,0.024179984
-0.00000866,-0.000179212,0.002002107,-0.0000321,-0.004145213,0.009908297
-0.00000868,-0.000212218,0.00203253,0.0000292,-0.004089309,-0.002989495
-0.00000824,-0.000244913,0.001965266,0.0000851,-0.004067378,-0.014513392
-0.00000737,-0.000277568,0.001811307,0.000135511,-0.004079417,-0.024663395
-0.00000611,-0.00031,0.001581643,0.000181,-0.004125429,-0.033439504
-0.00000452,-0.000343847,0.001287266,0.00022,-0.004205412,-0.040841718
-0.00000263,-0.000378014,0.000939167,0.000254,-0.004319367,-0.046870038
-0.000000495,-0.000413229,0.000548,0.000283,-0.004467294,-0.051524464
0.00000185,-0.000449762,0.000126,0.000306,-0.004649192,-0.054804995
0.00000437,-0.000487887,-0.000318,0.000324,-0.004865062,-0.056711631
0.000007,-0.000527875,-0.000771,0.000336918,-0.005114904,-0.057244373
0.00000971,-0.000569998,-0.001222471,0.000344007,-0.005398717,-0.056403221
0.0000125,-0.000614526,-0.001662089,0.000345674,-0.005716502,-0.054188174
0.0000152,-0.000661733,-0.002078491,0.00034192,-0.006068259,-0.050599233
0.0000179,-0.00071189,-0.002460686,0.000332745,-0.006453988,-0.045636397
0.0000205,-0.000765269,-0.002797682,0.000318149,-0.006873688,-0.039299667
0.0000229,-0.000822141,-0.003078489,0.000298132,-0.00732736,-0.031589042
0.0000252,-0.000882779,-0.003292116,0.000272693,-0.007815003,-0.022504523
0.0000273,-0.000947453,-0.00342757,0.000241834,-0.008336619,-0.01204611
0.000029,-0.001016436,-0.003473862,0.000205554,-0.008892206,-0.000213802
0.0000305,-0.00109,-0.00342,0.000163852,-0.009481764,0.012992401
0.0000316,-0.001168261,-0.003260882,0.000119385,-0.010076147,0.026468316
0.0000324,-0.001250713,-0.003014961,0.0000819,-0.010568479,0.036165279
0.000033,-0.001336695,-0.00270658,0.0000505,-0.010968476,0.04245135
0.0000333,-0.001425548,-0.002360082,0.0000242,-0.011285853,0.04569459
0.0000334,-0.001516608,-0.001999809,0.00000322,-0.011520612,0.045894999
0.0000334,-0.001609216,-0.001650104,-0.0000126,-0.011672751,0.043052577
0.0000332,-0.001702711,-0.00133531,-0.0000232,-0.011742271,0.037167323
0.000033,-0.001796432,-0.00107977,-0.0000287,-0.011729172,0.028239238
0.0000328,-0.001889717,-0.000907825,-0.0000289,-0.011633454,0.016268321
0.0000326,-0.001981906,-0.000843819,-0.0000239,-0.011455117,0.001254574
0.0000325,-0.002072338,-0.000912095,-0.0000138,-0.011194161,-0.016802005
0.0000325,-0.002160352,-0.001136994,0.00000159,-0.010850585,-0.037901415
0.0000326,-0.002245294,-0.001542105,0.0000219,-0.010425906,-0.061902185
0.0000328,-0.002326699,-0.002133663,0.0000427,-0.009954463,-0.085597603
0.0000332,-0.002404285,-0.002900547,0.0000607,-0.009459487,-0.106818428
0.0000338,-0.002477778,-0.003830884,0.0000773,-0.008930879,-0.126507807
0.0000345,-0.002546906,-0.004912798,0.0000926,-0.008368132,-0.144712899
0.0000352,-0.002611395,-0.006134416,0.000107,-0.007771247,-0.161433704
0.0000361,-0.002670972,-0.007483863,0.000119,-0.007140224,-0.176670221
0.0000371,-0.002725365,-0.008949265,0.000131,-0.006475063,-0.190422451
0.0000382,-0.0027743,-0.010518748,0.000141,-0.005775765,-0.202690394
0.0000394,-0.002817504,-0.012180437,0.000149,-0.005042328,-0.213474049
0.0000406,-0.002854704,-0.013922458,0.000157,-0.004274753,-0.222773417
0.0000419,-0.002885627,-0.015732937,0.000162804,-0.00347304,-0.230588497
0.0000432,-0.00291,-0.0176,0.000167573,-0.002637189,-0.23691929
0.0000446,-0.002927717,-0.019512611,0.000171122,-0.001798701,-0.241923231
0.0000459,-0.002939346,-0.021463096,0.000173801,-0.001073085,-0.246177579
0.0000473,-0.002945622,-0.023444616,0.000175576,-0.000449838,-0.249629858
0.0000487,-0.002947279,-0.025450337,0.000176418,0.0000815,-0.252227589
