0,0,0,0,0,0,0
0.0000406,-0.000000616,-0.000000617,-0.0000006,-0.0000006,-0.000000316,-0.000000399
0.000076,-0.00000126,-0.00000128,-0.00000124,-0.00000124,-0.000000656,-0.000000662
0.000114,-0.00000195,-0.00000199,-0.00000194,-0.00000194,-0.00000112,-0.00000102
0.000188,-0.00000329,-0.00000334,-0.00000328,-0.00000328,-0.00000199,-0.00000192
0.000341,-0.00000607,-0.00000616,-0.00000602,-0.00000602,-0.00000362,-0.00000371
0.000607,-0.0000109,-0.0000111,-0.0000108,-0.0000108,-0.00000638,-0.00000659
0.000987,-0.0000178,-0.0000181,-0.0000177,-0.0000177,-0.0000105,-0.0000105
0.00144,-0.000026,-0.0000265,-0.000026,-0.000026,-0.0000157,-0.0000153
0.00188,-0.000034,-0.0000347,-0.0000341,-0.0000341,-0.0000212,-0.0000203
0.00218,-0.0000396,-0.0000405,-0.0000399,-0.0000399,-0.0000258,-0.0000244
-0.00223,-0.0000406,-0.0000417,-0.0000411,-0.0000411,-0.0000275,-0.0000261
-0.00194,-0.0000354,-0.0000367,-0.0000362,-0.0000362,-0.0000249,-0.0000236
-0.00129,-0.0000238,-0.0000251,-0.0000248,-0.0000248,-0.0000168,-0.0000148
-0.000351,-0.00000678,-0.00000792,-0.00000794,-0.00000793,-0.00000332,0.00000194
-0.000753,0.000013,0.0000123,0.000012,0.000012,0.0000143,0.0000272
-0.00184,0.0000323,0.0000321,0.0000316,0.0000316,0.0000337,0.0000601
-0.00271,0.0000476,0.0000482,0.0000477,0.0000477,0.0000523,0.0000983
-0.00324,0.0000564,0.0000579,0.0000574,0.0000574,0.000068,0.000138004
-0.00335,0.0000577,0.0000599,0.0000596,0.0000597,0.0000795,0.00017521
-0.00308,0.0000521,0.0000549,0.0000549,0.0000549,0.0000873,0.000205789
-0.00255,0.0000419,0.0000451,0.0000451,0.0000451,0.0000929,0.000226347
-0.00192,0.0000303,0.0000337,0.0000334,0.0000334,0.0000989,0.000234771
-0.00137,0.0000205,0.0000241,0.0000231,0.0000231,0.000107941,0.000230766
-0.00103,0.0000152,0.0000188,0.0000167,0.0000167,0.000122204,0.000216152
-0.000952,0.000015,0.0000187,0.0000152,0.0000152,0.000142175,0.000194584
-0.00108,0.0000192,0.0000228,0.000018,0.0000179,0.000166068,0.00017056
-0.00131,0.0000255,0.0000287,0.0000228,0.0000228,0.00018972,0.000147939
-0.00147,0.0000306,0.0000333,0.0000269,0.0000269,0.00020732,0.000128518
-0.00141,0.0000314,0.0000332,0.0000271,0.0000271,0.000212815,0.000111221
-0.00103,0.0000259,0.0000264,0.0000215,0.0000215,0.000201544,0.0000922
-0.000292,0.0000134,0.0000122,0.00000915,0.00000914,0.000171582,0.0000655
0.000746,-0.0000054,-0.00000859,-0.00000915,-0.00000914,0.000124357,0.0000246
0.00198,-0.0000283,-0.0000335,-0.0000316,-0.0000315,0.0000644,-0.0000361
0.00327,-0.0000527,-0.0000595,-0.0000556,-0.0000556,-0.00000153,-0.000119635
0.00449,-0.0000761,-0.0000838,-0.0000788,-0.0000788,-0.0000663,-0.000225679
0.00555,-0.0000966,-0.000104147,-0.0000993,-0.0000992,-0.00012384,-0.000349511
0.00638,-0.000112863,-0.000119114,-0.000115686,-0.000115639,-0.000170941,-0.000482647
0.00696,-0.000124213,-0.000128096,-0.000127225,-0.000127171,-0.000208045,-0.000614123
0.00724,-0.000129919,-0.000130688,-0.000133162,-0.000133104,-0.000239131,-0.000732411
-0.00717,-0.000128837,-0.000126209,-0.000132385,-0.000132327,-0.000270476,-0.000827349
-0.00664,-0.000119185,-0.000113391,-0.000123206,-0.00012315,-0.000308646,-0.000891496
-0.00553,-0.0000988,-0.0000905,-0.000103569,-0.000103518,-0.000358263,-0.000920622
-0.00373,-0.0000657,-0.0000558,-0.0000717,-0.0000716,-0.000420195,-0.000913267
-0.0012,-0.0000193,-0.00000868,-0.0000269,-0.0000269,-0.000490673,-0.000869674
-0.00199,0.000039,0.0000498,0.0000293,0.0000294,-0.000561581,-0.000790529
-0.00565,0.000105139,0.000116182,0.0000932,0.0000932,-0.000621837,-0.000675998
-0.0094,0.000172672,0.000184565,0.000158622,0.000158605,-0.000659529,-0.000525373
-0.0128,0.000233606,0.000247481,0.00021781,0.000217777,-0.000664281,-0.000337384
-0.0154,0.000279775,0.000296971,0.000262844,0.000262795,-0.000629299,-0.000111081
-0.0167,0.000304347,0.000326012,0.000286885,0.000286821,-0.000552713,0.000152798
-0.0166,0.000303131,0.000329836,0.000285456,0.00028538,-0.000438026,0.00045004
-0.015,0.000275403,0.000306872,0.000257292,0.000257205,-0.00029357,0.000771004
-0.012,0.000224058,0.000259073,0.000204611,0.00020452,-0.000130813,0.00109931
-0.00795,0.000155018,0.000191495,0.000132719,0.000132627,0.0000385,0.00141247
-0.00337,0.000076,0.000111191,0.000049,0.0000489,0.000205854,0.0016854
0.00137,-0.00000489,0.0000258,-0.0000388,-0.0000388,0.00036826,0.00189631
0.0059,-0.0000808,-0.0000579,-0.0001234,-0.000123469,0.000528324,0.00203234
0.00999,-0.000146986,-0.000134582,-0.000199709,-0.000199765,0.000691046,0.00209178
0.0135,-0.000200841,-0.000200715,-0.000264355,-0.000264394,0.000859136,0.00208124
0.0162,-0.000241497,-0.000254064,-0.000315215,-0.000315228,0.00102922,0.00200897
0.0182,-0.000268563,-0.000292925,-0.000350315,-0.000350292,0.001191,0.0018775
0.0191,-0.00028104,-0.000315435,-0.000367018,-0.000366948,0.00132991,0.00167928
-0.0188,-0.000276838,-0.000319323,-0.000361981,-0.000361855,0.00143209,0.00139794
-0.0171,-0.000253275,-0.000302349,-0.000332078,-0.000331893,0.00148944,0.00101529
-0.0139,-0.000208502,-0.000263345,-0.000276037,-0.000275798,0.00150199,0.000521732
-0.00928,-0.000143325,-0.000203506,-0.000196151,-0.000195872,0.00147602,-0.0000745
-0.00358,-0.0000626,-0.000127422,-0.0000993,-0.000099,0.00141807,-0.000744621
-0.00255,0.0000242,-0.0000434,0.00000352,0.00000381,0.00132744,-0.0014441
-0.00828,0.000104321,0.0000372,0.0000984,0.0000987,0.00119098,-0.00212429
-0.0127,0.000164001,0.000101236,0.000171675,0.000171882,0.000983558,-0.00274367
-0.0153,0.000191389,0.000136565,0.000211979,0.000212109,0.000675069,-0.00327443
-0.0154,0.000179806,0.000134531,0.000213234,0.000213269,0.000241178,-0.00370252
-0.0134,0.000129985,0.000093,0.000176138,0.000176062,-0.000326402,-0.00402316
-0.00977,0.0000508,0.0000178,0.000108863,0.000108666,-0.00101278,-0.00423405
-0.00532,-0.0000423,-0.0000773,0.0000261,0.0000258,-0.0017763,-0.00432671
-0.00112,-0.000130344,-0.000174061,-0.0000537,-0.0000541,-0.00254916,-0.00427552
0.00198,-0.000196047,-0.000254076,-0.00011312,-0.000113665,-0.00324499,-0.00402837
